id,year,issue_d,emp_length_int,home_ownership,income_category,annual_inc,loan_amount,term,application_type,purpose,interest_payments,loan_condition,interest_rate,grade,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
230657,38098114,2014,01/12/2014,10.0,RENT,Low,78000,15000, 60 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,12.39,C,12.03,4028.0,2309.4,0.0,336.64,leinster
230658,36805548,2014,01/12/2014,8.0,MORTGAGE,Low,58000,10400, 36 months,INDIVIDUAL,credit_card,Low,Good Loan,6.99,A,14.92,3842.86,3228.12,0.0,321.08,ulster
230659,37822187,2014,01/12/2014,10.0,RENT,Low,69000,9600, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.66,C,25.81,9973.43,9600.0,0.0,326.53,Northern-Irl
230660,37612354,2014,01/12/2014,10.0,MORTGAGE,Medium,125000,12800, 60 months,INDIVIDUAL,car,High,Good Loan,17.14,D,8.31,3798.49,1769.8,0.0,319.08,ulster
230661,37842129,2014,01/12/2014,6.0,RENT,Low,63800,21425, 60 months,INDIVIDUAL,credit_card,High,Good Loan,15.59,D,18.49,6149.93,3069.35,0.0,516.36,cannught
230662,37662224,2014,01/12/2014,0.5,RENT,Low,50000,7650, 36 months,INDIVIDUAL,debt_consolidation,High,Bad Loan,13.66,C,34.81,1043.99,704.38,0.0,260.2,munster
230663,37701596,2014,01/12/2014,8.0,RENT,Low,90000,10000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.99,B,8.44,3968.55,2944.53,0.0,332.1,cannught
230664,37642222,2014,01/12/2014,2.0,RENT,Low,26000,5250, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.44,B,14.36,5431.68,5250.0,0.0,172.98,Northern-Irl
230665,37741884,2014,01/12/2014,0.5,MORTGAGE,Low,89000,2500, 36 months,INDIVIDUAL,home_improvement,Low,Good Loan,11.99,B,13.77,2622.22,2500.0,0.0,83.03,cannught
230666,37854444,2014,01/12/2014,6.0,OWN,Medium,109777,16000, 60 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.44,B,11.63,4191.38,2515.59,0.0,351.4,leinster
230667,37712169,2014,01/12/2014,10.0,MORTGAGE,Low,55000,21075, 60 months,INDIVIDUAL,debt_consolidation,High,Good Loan,21.99,E,29.5,6919.03,2600.83,0.0,581.95,cannught
230668,36804663,2014,01/12/2014,10.0,RENT,Low,72000,23325, 36 months,INDIVIDUAL,credit_card,High,Good Loan,14.31,C,27.03,9562.16,6698.79,0.0,800.71,ulster
230669,37800722,2014,01/12/2014,10.0,RENT,Low,60000,12975, 36 months,INDIVIDUAL,house,High,Bad Loan,17.86,D,22.42,4181.34,2628.14,0.0,468.17,leinster
230670,37682226,2014,01/12/2014,10.0,MORTGAGE,Low,75000,17000, 36 months,INDIVIDUAL,debt_consolidation,High,Good Loan,13.66,C,23.63,6939.64,4916.72,0.0,578.22,Northern-Irl
230671,37742129,2014,01/12/2014,10.0,MORTGAGE,Medium,120000,6000, 36 months,INDIVIDUAL,home_improvement,Low,Good Loan,10.49,B,6.87,2331.14,1795.16,0.0,194.99,leinster
230672,36520573,2014,01/12/2014,9.0,RENT,Low,60000,3000, 36 months,INDIVIDUAL,medical,Low,Good Loan,10.49,B,9.54,1165.63,897.64,0.0,97.5,ulster
230673,37854423,2014,01/12/2014,7.0,RENT,Low,37000,2000, 36 months,INDIVIDUAL,other,High,Good Loan,15.99,D,16.19,839.28,564.07,0.0,70.31,munster
230674,37742142,2014,01/12/2014,8.0,RENT,Low,32200,2000, 36 months,INDIVIDUAL,credit_card,High,Good Loan,14.99,C,22.14,2101.52,2000.0,0.0,69.33,Northern-Irl
230675,36280613,2014,01/12/2014,8.0,OWN,Low,70000,18000, 36 months,INDIVIDUAL,debt_consolidation,Low,Good Loan,11.99,B,9.11,7143.38,5300.15,0.0,597.78,leinster
